2023/08/07 05:46:14 [error] 65609#0: *13573 [lua] share_dict.lua:85:  counter: 580, context: ngx.timer, client: 192.168.100.130, server: 0.0.0.0:8010
2023/08/07 05:51:48 [alert] 68099#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68101#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68106#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68095#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68097#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68109#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68103#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68096#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68112#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68114#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68104#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68121#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68119#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68122#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68118#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68120#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68124#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68117#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68130#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68123#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68131#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68133#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68132#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68134#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68137#0: 512 worker_connections are not enough
2023/08/07 05:51:48 [alert] 68136#0: 512 worker_connections are not enough
2023/08/07 05:51:49 [alert] 67490#0: worker process 67491 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67492 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67493 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67494 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67495 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67496 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67498 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67499 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67500 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67501 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67502 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67503 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67504 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67506 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67507 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67508 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67512 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67513 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67514 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67515 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67516 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67517 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67519 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67520 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67521 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67522 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67523 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67524 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67525 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67526 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67528 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67529 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67530 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67531 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67532 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67533 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67534 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67535 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67536 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67537 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67538 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67539 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67540 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67541 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67542 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67543 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67544 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67545 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67546 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67547 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67548 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67549 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67550 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67551 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67552 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67553 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67554 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67555 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67556 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67557 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67558 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67559 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67560 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67561 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67562 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67563 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67564 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67565 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67566 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67567 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67568 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67569 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67570 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67571 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67572 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67573 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67574 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67575 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67576 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67577 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67578 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67579 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67580 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67581 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67582 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67583 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67584 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67585 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67586 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67587 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67588 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67589 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67590 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67591 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67592 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67593 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67594 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67595 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67596 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67597 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67598 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67599 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67600 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67601 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67602 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67603 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67604 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67605 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67606 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67607 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67608 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67609 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67610 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67611 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67612 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67613 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67614 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67615 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67616 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67617 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67618 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67619 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67620 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67621 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67622 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67623 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67624 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67625 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67626 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67627 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67628 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67629 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67630 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67631 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67632 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67633 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67634 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67635 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67636 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67637 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67638 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67639 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67640 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67641 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67642 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67643 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67644 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67645 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67646 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67647 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67648 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67649 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67650 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67651 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67652 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67653 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67654 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67655 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67656 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67657 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67658 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67659 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67660 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67661 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67662 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67663 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67664 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67665 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67666 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67671 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67672 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67673 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67674 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67675 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67676 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67677 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67678 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67679 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67680 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67681 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67682 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67683 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67684 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67685 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67686 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67687 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67688 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67689 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67690 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67691 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67692 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67693 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67694 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67695 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67696 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67697 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67698 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67699 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67700 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67701 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67702 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67703 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67704 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67705 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67706 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67707 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67708 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67709 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67710 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67711 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67712 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67715 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67716 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67717 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67718 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67719 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67720 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67721 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67722 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67723 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67724 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67725 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67726 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67727 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67728 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67729 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67730 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67731 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67732 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67733 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67734 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67735 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67736 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67737 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67743 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67744 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67745 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67746 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67747 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67748 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67749 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67750 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67751 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67752 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67753 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67754 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67755 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67756 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67757 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67758 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67763 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67764 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67765 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67766 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67767 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67768 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67769 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67770 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67771 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67772 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67777 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67778 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67779 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67780 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67781 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67782 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67783 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67784 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67785 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67786 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67788 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67789 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67790 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67791 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67792 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67793 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67794 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67795 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67796 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67800 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67801 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67802 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67803 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67804 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67808 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67809 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67810 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67811 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67812 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67813 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67814 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67815 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67816 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67817 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67818 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67820 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67821 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67822 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67823 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67824 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67825 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67826 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67827 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67828 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67832 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67833 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67834 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67837 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67838 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67839 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67840 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67841 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67842 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67844 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67845 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67846 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67847 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67848 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67852 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67853 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67854 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67855 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67856 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67857 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67858 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67859 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67860 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67866 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67868 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67869 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67870 exited on signal 11 (core dumped)
2023/08/07 05:51:49 [alert] 67490#0: worker process 67871 exited on signal 11
2023/08/07 05:51:49 [alert] 67490#0: worker process 67872 exited on signal 11 (core dumped)
